"County","Facility Name","Grouping","Entry","Value"
"Pinellas","St. Petersburg - Northeast","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Northeast","2045 Projected Totals","Total WW Flows (MGD)",7.49
"Pinellas","St. Petersburg - Northeast","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","St. Petersburg - Northeast","2045 Projected Totals","Total Reuse (MGD)",NA
"Pinellas","St. Petersburg - Northeast","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Pinellas","Tarpon Springs","Total Service Area Population","2020",28232
"Pinellas","Tarpon Springs","Total Service Area Population","2045",31682
"Pinellas","Tarpon Springs","Septic Population","2020",1190
"Pinellas","Tarpon Springs","Septic Population","2045",1202
"Pinellas","Tarpon Springs","Adjusted Service Area Population","2020",27042
"Pinellas","Tarpon Springs","Adjusted Service Area Population","2045",30480
"Pinellas","Tarpon Springs","Adjusted Service Area Population","2020-2045 Population Increase",3438
"Pinellas","Tarpon Springs","2020 Totals","Total WW Flows (MGD)",2
"Pinellas","Tarpon Springs","2020 Totals","Total Reuse (MGD)",1.42
"Pinellas","Tarpon Springs","2020 Totals","Supplemental Flows (MGD)",NA
"Pinellas","Tarpon Springs","2020 Totals","WW Disposal (MGD)",0.43
"Pinellas","Tarpon Springs","2045 Projected Additional","WW Flow Projection (MGD)",0.24
"Pinellas","Tarpon Springs","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Pinellas","Tarpon Springs","2045 Projected Totals","Total WW Flows (MGD)",2.24
"Pinellas","Tarpon Springs","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Pinellas","Tarpon Springs","2045 Projected Totals","Total Reuse (MGD)",1.66
"Pinellas","Tarpon Springs","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.24
"Charlotte","Charlotte County Burnt Store","Total Service Area Population","2020",8152
"Charlotte","Charlotte County Burnt Store","Total Service Area Population","2045",9409
"Charlotte","Charlotte County Burnt Store","Septic Population","2020",1426
"Charlotte","Charlotte County Burnt Store","Septic Population","2045",1427
"Charlotte","Charlotte County Burnt Store","Adjusted Service Area Population","2020",6726
"Charlotte","Charlotte County Burnt Store","Adjusted Service Area Population","2045",7982
"Charlotte","Charlotte County Burnt Store","Adjusted Service Area Population","2020-2045 Population Increase",1256
"Charlotte","Charlotte County Burnt Store","2020 Totals","Total WW Flows (MGD)",0.32
"Charlotte","Charlotte County Burnt Store","2020 Totals","Total Reuse (MGD)",0.04
"Charlotte","Charlotte County Burnt Store","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County Burnt Store","2020 Totals","WW Disposal (MGD)",0.18
"Charlotte","Charlotte County Burnt Store","2045 Projected Additional","WW Flow Projection (MGD)",0.09
"Charlotte","Charlotte County Burnt Store","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County Burnt Store","2045 Projected Totals","Total WW Flows (MGD)",0.41
"Charlotte","Charlotte County Burnt Store","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County Burnt Store","2045 Projected Totals","Total Reuse (MGD)",0.13
"Charlotte","Charlotte County Burnt Store","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.1
"Charlotte","Charlotte County East Port","Total Service Area Population","2020",126698
"Charlotte","Charlotte County East Port","Total Service Area Population","2045",153085
"Charlotte","Charlotte County East Port","Septic Population","2020",26209
"Charlotte","Charlotte County East Port","Septic Population","2045",26232
"Charlotte","Charlotte County East Port","Adjusted Service Area Population","2020",100489
"Charlotte","Charlotte County East Port","Adjusted Service Area Population","2045",126853
"Charlotte","Charlotte County East Port","Adjusted Service Area Population","2020-2045 Population Increase",26364
"Charlotte","Charlotte County East Port","2020 Totals","Total WW Flows (MGD)",6.18
"Charlotte","Charlotte County East Port","2020 Totals","Total Reuse (MGD)",2.8
"Charlotte","Charlotte County East Port","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County East Port","2020 Totals","WW Disposal (MGD)",2.83
"Charlotte","Charlotte County East Port","2045 Projected Additional","WW Flow Projection (MGD)",1.83
"Charlotte","Charlotte County East Port","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County East Port","2045 Projected Totals","Total WW Flows (MGD)",8
"Charlotte","Charlotte County East Port","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County East Port","2045 Projected Totals","Total Reuse (MGD)",4.63
"Charlotte","Charlotte County East Port","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",3.47
"Charlotte","Charlotte County West Port","Total Service Area Population","2020",NA
"Charlotte","Charlotte County West Port","Total Service Area Population","2045",NA
"Charlotte","Charlotte County West Port","Septic Population","2020",NA
"Charlotte","Charlotte County West Port","Septic Population","2045",NA
"Charlotte","Charlotte County West Port","Adjusted Service Area Population","2020",NA
"Charlotte","Charlotte County West Port","Adjusted Service Area Population","2045",NA
"Charlotte","Charlotte County West Port","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Charlotte","Charlotte County West Port","2020 Totals","Total WW Flows (MGD)",NA
"Charlotte","Charlotte County West Port","2020 Totals","Total Reuse (MGD)",NA
"Charlotte","Charlotte County West Port","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County West Port","2020 Totals","WW Disposal (MGD)",NA
"Charlotte","Charlotte County West Port","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Charlotte","Charlotte County West Port","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County West Port","2045 Projected Totals","Total WW Flows (MGD)",NA
"Charlotte","Charlotte County West Port","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County West Port","2045 Projected Totals","Total Reuse (MGD)",NA
"Charlotte","Charlotte County West Port","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Charlotte","Charlotte County Rotonda","Total Service Area Population","2020",NA
"Charlotte","Charlotte County Rotonda","Total Service Area Population","2045",NA
"Charlotte","Charlotte County Rotonda","Septic Population","2020",NA
"Charlotte","Charlotte County Rotonda","Septic Population","2045",NA
"Charlotte","Charlotte County Rotonda","Adjusted Service Area Population","2020",NA
"Charlotte","Charlotte County Rotonda","Adjusted Service Area Population","2045",NA
"Charlotte","Charlotte County Rotonda","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Charlotte","Charlotte County Rotonda","2020 Totals","Total WW Flows (MGD)",NA
"Charlotte","Charlotte County Rotonda","2020 Totals","Total Reuse (MGD)",NA
"Charlotte","Charlotte County Rotonda","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County Rotonda","2020 Totals","WW Disposal (MGD)",NA
"Charlotte","Charlotte County Rotonda","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Charlotte","Charlotte County Rotonda","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County Rotonda","2045 Projected Totals","Total WW Flows (MGD)",NA
"Charlotte","Charlotte County Rotonda","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Charlotte","Charlotte County Rotonda","2045 Projected Totals","Total Reuse (MGD)",NA
"Charlotte","Charlotte County Rotonda","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Charlotte","Englewood","Total Service Area Population","2020",27001
"Charlotte","Englewood","Total Service Area Population","2045",31984
"Charlotte","Englewood","Septic Population","2020",728
"Charlotte","Englewood","Septic Population","2045",735
"Charlotte","Englewood","Adjusted Service Area Population","2020",26273
"Charlotte","Englewood","Adjusted Service Area Population","2045",31249
"Charlotte","Englewood","Adjusted Service Area Population","2020-2045 Population Increase",4976
"Charlotte","Englewood","2020 Totals","Total WW Flows (MGD)",1.43
"Charlotte","Englewood","2020 Totals","Total Reuse (MGD)",1.16
"Charlotte","Englewood","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Englewood","2020 Totals","WW Disposal (MGD)",0.05
"Charlotte","Englewood","2045 Projected Additional","WW Flow Projection (MGD)",0.35
"Charlotte","Englewood","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Charlotte","Englewood","2045 Projected Totals","Total WW Flows (MGD)",1.78
"Charlotte","Englewood","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Charlotte","Englewood","2045 Projected Totals","Total Reuse (MGD)",1.51
"Charlotte","Englewood","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.13
"Charlotte","Punta Gorda","Total Service Area Population","2020",32904
"Charlotte","Punta Gorda","Total Service Area Population","2045",40915
"Charlotte","Punta Gorda","Septic Population","2020",1078
"Charlotte","Punta Gorda","Septic Population","2045",1095
"Charlotte","Punta Gorda","Adjusted Service Area Population","2020",31826
"Charlotte","Punta Gorda","Adjusted Service Area Population","2045",39820
"Charlotte","Punta Gorda","Adjusted Service Area Population","2020-2045 Population Increase",7994
"Charlotte","Punta Gorda","2020 Totals","Total WW Flows (MGD)",2.46
"Charlotte","Punta Gorda","2020 Totals","Total Reuse (MGD)",NA
"Charlotte","Punta Gorda","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Punta Gorda","2020 Totals","WW Disposal (MGD)",2.46
"Charlotte","Punta Gorda","2045 Projected Additional","WW Flow Projection (MGD)",0.55
"Charlotte","Punta Gorda","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Charlotte","Punta Gorda","2045 Projected Totals","Total WW Flows (MGD)",3.01
"Charlotte","Punta Gorda","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Charlotte","Punta Gorda","2045 Projected Totals","Total Reuse (MGD)",0.55
"Charlotte","Punta Gorda","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.42
"Charlotte","Riverwood","Total Service Area Population","2020",2252
"Charlotte","Riverwood","Total Service Area Population","2045",4010
"Charlotte","Riverwood","Septic Population","2020",NA
"Charlotte","Riverwood","Septic Population","2045",NA
"Charlotte","Riverwood","Adjusted Service Area Population","2020",2252
"Charlotte","Riverwood","Adjusted Service Area Population","2045",4010
"Charlotte","Riverwood","Adjusted Service Area Population","2020-2045 Population Increase",1758
"Charlotte","Riverwood","2020 Totals","Total WW Flows (MGD)",0.13
"Charlotte","Riverwood","2020 Totals","Total Reuse (MGD)",0.9
"Charlotte","Riverwood","2020 Totals","Supplemental Flows (MGD)",NA
"Charlotte","Riverwood","2020 Totals","WW Disposal (MGD)",NA
"Charlotte","Riverwood","2045 Projected Additional","WW Flow Projection (MGD)",0.12
"Charlotte","Riverwood","2045 Projected Additional","Supplemental Flows (MGD)",0.54
"Charlotte","Riverwood","2045 Projected Totals","Total WW Flows (MGD)",0.25
"Charlotte","Riverwood","2045 Projected Totals","Supplemental Flows (MGD)",0.54
"Charlotte","Riverwood","2045 Projected Totals","Total Reuse (MGD)",1.56
"Charlotte","Riverwood","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",1.17
"DeSoto","Arcadia-Tyson","Total Service Area Population","2020",9861
"DeSoto","Arcadia-Tyson","Total Service Area Population","2045",10396
"DeSoto","Arcadia-Tyson","Septic Population","2020",506
"DeSoto","Arcadia-Tyson","Septic Population","2045",506
"DeSoto","Arcadia-Tyson","Adjusted Service Area Population","2020",9355
"DeSoto","Arcadia-Tyson","Adjusted Service Area Population","2045",9890
"DeSoto","Arcadia-Tyson","Adjusted Service Area Population","2020-2045 Population Increase",535
"DeSoto","Arcadia-Tyson","2020 Totals","Total WW Flows (MGD)",0.79
"DeSoto","Arcadia-Tyson","2020 Totals","Total Reuse (MGD)",0.23
"DeSoto","Arcadia-Tyson","2020 Totals","Supplemental Flows (MGD)",NA
"DeSoto","Arcadia-Tyson","2020 Totals","WW Disposal (MGD)",NA
"DeSoto","Arcadia-Tyson","2045 Projected Additional","WW Flow Projection (MGD)",0.04
"DeSoto","Arcadia-Tyson","2045 Projected Additional","Supplemental Flows (MGD)",NA
"DeSoto","Arcadia-Tyson","2045 Projected Totals","Total WW Flows (MGD)",0.79
"DeSoto","Arcadia-Tyson","2045 Projected Totals","Supplemental Flows (MGD)",NA
"DeSoto","Arcadia-Tyson","2045 Projected Totals","Total Reuse (MGD)",0.27
"DeSoto","Arcadia-Tyson","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.2
"DeSoto","Desoto Co Regional","Total Service Area Population","2020",5197
"DeSoto","Desoto Co Regional","Total Service Area Population","2045",5824
"DeSoto","Desoto Co Regional","Septic Population","2020",650
"DeSoto","Desoto Co Regional","Septic Population","2045",653
"DeSoto","Desoto Co Regional","Adjusted Service Area Population","2020",4547
"DeSoto","Desoto Co Regional","Adjusted Service Area Population","2045",5171
"DeSoto","Desoto Co Regional","Adjusted Service Area Population","2020-2045 Population Increase",624
"DeSoto","Desoto Co Regional","2020 Totals","Total WW Flows (MGD)",0.33
"DeSoto","Desoto Co Regional","2020 Totals","Total Reuse (MGD)",NA
"DeSoto","Desoto Co Regional","2020 Totals","Supplemental Flows (MGD)",NA
"DeSoto","Desoto Co Regional","2020 Totals","WW Disposal (MGD)",NA
"DeSoto","Desoto Co Regional","2045 Projected Additional","WW Flow Projection (MGD)",0.04
"DeSoto","Desoto Co Regional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"DeSoto","Desoto Co Regional","2045 Projected Totals","Total WW Flows (MGD)",0.37
"DeSoto","Desoto Co Regional","2045 Projected Totals","Supplemental Flows (MGD)",NA
"DeSoto","Desoto Co Regional","2045 Projected Totals","Total Reuse (MGD)",0.04
"DeSoto","Desoto Co Regional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.03
"Manatee","Manatee County Southwest","Total Service Area Population","2020",335983
"Manatee","Manatee County Southwest","Total Service Area Population","2045",424070
"Manatee","Manatee County Southwest","Septic Population","2020",6698
"Manatee","Manatee County Southwest","Septic Population","2045",12260
"Manatee","Manatee County Southwest","Adjusted Service Area Population","2020",329285
"Manatee","Manatee County Southwest","Adjusted Service Area Population","2045",411810
"Manatee","Manatee County Southwest","Adjusted Service Area Population","2020-2045 Population Increase",82525
"Manatee","Manatee County Southwest","2020 Totals","Total WW Flows (MGD)",13.2
"Manatee","Manatee County Southwest","2020 Totals","Total Reuse (MGD)",17.2
"Manatee","Manatee County Southwest","2020 Totals","Supplemental Flows (MGD)",NA
"Manatee","Manatee County Southwest","2020 Totals","WW Disposal (MGD)",6.6
"Manatee","Manatee County Southwest","2045 Projected Additional","WW Flow Projection (MGD)",5.72
"Manatee","Manatee County Southwest","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Manatee","Manatee County Southwest","2045 Projected Totals","Total WW Flows (MGD)",18.92
"Manatee","Manatee County Southwest","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Manatee","Manatee County Southwest","2045 Projected Totals","Total Reuse (MGD)",22.92
"Manatee","Manatee County Southwest","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",17.19
"Manatee","Manatee County - Southeast","Total Service Area Population","2020",NA
"Manatee","Manatee County - Southeast","Total Service Area Population","2045",NA
"Manatee","Manatee County - Southeast","Septic Population","2020",NA
"Manatee","Manatee County - Southeast","Septic Population","2045",NA
"Manatee","Manatee County - Southeast","Adjusted Service Area Population","2020",NA
"Manatee","Manatee County - Southeast","Adjusted Service Area Population","2045",NA
"Manatee","Manatee County - Southeast","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Manatee","Manatee County - Southeast","2020 Totals","Total WW Flows (MGD)",7.8
"Manatee","Manatee County - Southeast","2020 Totals","Total Reuse (MGD)",NA
"Manatee","Manatee County - Southeast","2020 Totals","Supplemental Flows (MGD)",NA
"Manatee","Manatee County - Southeast","2020 Totals","WW Disposal (MGD)",NA
"Manatee","Manatee County - Southeast","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Manatee","Manatee County - Southeast","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Manatee","Manatee County - Southeast","2045 Projected Totals","Total WW Flows (MGD)",7.8
"Manatee","Manatee County - Southeast","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Manatee","Manatee County - Southeast","2045 Projected Totals","Total Reuse (MGD)",NA
"Manatee","Manatee County - Southeast","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Manatee","Manatee County - North","Total Service Area Population","2020",NA
"Manatee","Manatee County - North","Total Service Area Population","2045",NA
"Manatee","Manatee County - North","Septic Population","2020",NA
"Manatee","Manatee County - North","Septic Population","2045",NA
"Manatee","Manatee County - North","Adjusted Service Area Population","2020",NA
"Manatee","Manatee County - North","Adjusted Service Area Population","2045",NA
"Manatee","Manatee County - North","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Manatee","Manatee County - North","2020 Totals","Total WW Flows (MGD)",3.8
"Manatee","Manatee County - North","2020 Totals","Total Reuse (MGD)",NA
"Manatee","Manatee County - North","2020 Totals","Supplemental Flows (MGD)",NA
"Manatee","Manatee County - North","2020 Totals","WW Disposal (MGD)",NA
"Manatee","Manatee County - North","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Manatee","Manatee County - North","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Manatee","Manatee County - North","2045 Projected Totals","Total WW Flows (MGD)",3.8
"Manatee","Manatee County - North","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Manatee","Manatee County - North","2045 Projected Totals","Total Reuse (MGD)",NA
"Manatee","Manatee County - North","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Manatee","Palmetto","Total Service Area Population","2020",14267
"Manatee","Palmetto","Total Service Area Population","2045",15146
"Manatee","Palmetto","Septic Population","2020",204
"Manatee","Palmetto","Septic Population","2045",204
"Manatee","Palmetto","Adjusted Service Area Population","2020",14063
"Manatee","Palmetto","Adjusted Service Area Population","2045",14942
"Manatee","Palmetto","Adjusted Service Area Population","2020-2045 Population Increase",879
"Manatee","Palmetto","2020 Totals","Total WW Flows (MGD)",1.48
"Manatee","Palmetto","2020 Totals","Total Reuse (MGD)",1
"Manatee","Palmetto","2020 Totals","Supplemental Flows (MGD)",NA
"Manatee","Palmetto","2020 Totals","WW Disposal (MGD)",0.07
"Manatee","Palmetto","2045 Projected Additional","WW Flow Projection (MGD)",0.06
"Manatee","Palmetto","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Manatee","Palmetto","2045 Projected Totals","Total WW Flows (MGD)",1.54
"Manatee","Palmetto","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Manatee","Palmetto","2045 Projected Totals","Total Reuse (MGD)",1.06
"Manatee","Palmetto","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.8
"Manatee","Bradenton","Total Service Area Population","2020",56829
"Manatee","Bradenton","Total Service Area Population","2045",59463
"Manatee","Bradenton","Septic Population","2020",2
"Manatee","Bradenton","Septic Population","2045",2
"Manatee","Bradenton","Adjusted Service Area Population","2020",56827
"Manatee","Bradenton","Adjusted Service Area Population","2045",59461
"Manatee","Bradenton","Adjusted Service Area Population","2020-2045 Population Increase",2634
"Manatee","Bradenton","2020 Totals","Total WW Flows (MGD)",5.92
"Manatee","Bradenton","2020 Totals","Total Reuse (MGD)",2.76
"Manatee","Bradenton","2020 Totals","Supplemental Flows (MGD)",NA
"Manatee","Bradenton","2020 Totals","WW Disposal (MGD)",2.83
"Manatee","Bradenton","2045 Projected Additional","WW Flow Projection (MGD)",0.18
"Manatee","Bradenton","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Manatee","Bradenton","2045 Projected Totals","Total WW Flows (MGD)",6.1
"Manatee","Bradenton","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Manatee","Bradenton","2045 Projected Totals","Total Reuse (MGD)",2.94
"Manatee","Bradenton","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.21
"Sarasota","North Port","Total Service Area Population","2020",83965
"Sarasota","North Port","Total Service Area Population","2045",115460
"Sarasota","North Port","Septic Population","2020",44192
"Sarasota","North Port","Septic Population","2045",44261
"Sarasota","North Port","Adjusted Service Area Population","2020",39773
"Sarasota","North Port","Adjusted Service Area Population","2045",71199
"Sarasota","North Port","Adjusted Service Area Population","2020-2045 Population Increase",31426
"Sarasota","North Port","2020 Totals","Total WW Flows (MGD)",2.5
"Sarasota","North Port","2020 Totals","Total Reuse (MGD)",0.9
"Sarasota","North Port","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","North Port","2020 Totals","WW Disposal (MGD)",1.7
"Sarasota","North Port","2045 Projected Additional","WW Flow Projection (MGD)",2.18
"Sarasota","North Port","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","North Port","2045 Projected Totals","Total WW Flows (MGD)",4.68
"Sarasota","North Port","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sarasota","North Port","2045 Projected Totals","Total Reuse (MGD)",3.08
"Sarasota","North Port","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.31
"Sarasota","North Port Southwest Regional","Total Service Area Population","2020",NA
"Sarasota","North Port Southwest Regional","Total Service Area Population","2045",NA
"Sarasota","North Port Southwest Regional","Septic Population","2020",NA
"Sarasota","North Port Southwest Regional","Septic Population","2045",NA
"Sarasota","North Port Southwest Regional","Adjusted Service Area Population","2020",NA
"Sarasota","North Port Southwest Regional","Adjusted Service Area Population","2045",NA
"Sarasota","North Port Southwest Regional","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sarasota","North Port Southwest Regional","2020 Totals","Total WW Flows (MGD)",0.41
"Sarasota","North Port Southwest Regional","2020 Totals","Total Reuse (MGD)",1.13
"Sarasota","North Port Southwest Regional","2020 Totals","Supplemental Flows (MGD)",1.13
"Sarasota","North Port Southwest Regional","2020 Totals","WW Disposal (MGD)",0.41
"Sarasota","North Port Southwest Regional","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sarasota","North Port Southwest Regional","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","North Port Southwest Regional","2045 Projected Totals","Total WW Flows (MGD)",0.41
"Sarasota","North Port Southwest Regional","2045 Projected Totals","Supplemental Flows (MGD)",1.13
"Sarasota","North Port Southwest Regional","2045 Projected Totals","Total Reuse (MGD)",1.13
"Sarasota","North Port Southwest Regional","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",0.85
"Sarasota","Sarasota Co Bee Ridge","Total Service Area Population","2020",168973
"Sarasota","Sarasota Co Bee Ridge","Total Service Area Population","2045",178816
"Sarasota","Sarasota Co Bee Ridge","Septic Population","2020",7107
"Sarasota","Sarasota Co Bee Ridge","Septic Population","2045",7150
"Sarasota","Sarasota Co Bee Ridge","Adjusted Service Area Population","2020",161866
"Sarasota","Sarasota Co Bee Ridge","Adjusted Service Area Population","2045",171666
"Sarasota","Sarasota Co Bee Ridge","Adjusted Service Area Population","2020-2045 Population Increase",9800
"Sarasota","Sarasota Co Bee Ridge","2020 Totals","Total WW Flows (MGD)",6.74
"Sarasota","Sarasota Co Bee Ridge","2020 Totals","Total Reuse (MGD)",7.42
"Sarasota","Sarasota Co Bee Ridge","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Bee Ridge","2020 Totals","WW Disposal (MGD)",4.03
"Sarasota","Sarasota Co Bee Ridge","2045 Projected Additional","WW Flow Projection (MGD)",0.68
"Sarasota","Sarasota Co Bee Ridge","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Bee Ridge","2045 Projected Totals","Total WW Flows (MGD)",7.42
"Sarasota","Sarasota Co Bee Ridge","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Bee Ridge","2045 Projected Totals","Total Reuse (MGD)",8.1
"Sarasota","Sarasota Co Bee Ridge","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",6.08
"Sarasota","Sarasota Co Central","Total Service Area Population","2020",NA
"Sarasota","Sarasota Co Central","Total Service Area Population","2045",NA
"Sarasota","Sarasota Co Central","Septic Population","2020",NA
"Sarasota","Sarasota Co Central","Septic Population","2045",NA
"Sarasota","Sarasota Co Central","Adjusted Service Area Population","2020",NA
"Sarasota","Sarasota Co Central","Adjusted Service Area Population","2045",NA
"Sarasota","Sarasota Co Central","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sarasota","Sarasota Co Central","2020 Totals","Total WW Flows (MGD)",5.38
"Sarasota","Sarasota Co Central","2020 Totals","Total Reuse (MGD)",NA
"Sarasota","Sarasota Co Central","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Central","2020 Totals","WW Disposal (MGD)",NA
"Sarasota","Sarasota Co Central","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sarasota","Sarasota Co Central","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Central","2045 Projected Totals","Total WW Flows (MGD)",5.38
"Sarasota","Sarasota Co Central","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Central","2045 Projected Totals","Total Reuse (MGD)",NA
"Sarasota","Sarasota Co Central","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",NA
"Sarasota","Sarasota Co Venice Gardens","Total Service Area Population","2020",NA
"Sarasota","Sarasota Co Venice Gardens","Total Service Area Population","2045",NA
"Sarasota","Sarasota Co Venice Gardens","Septic Population","2020",NA
"Sarasota","Sarasota Co Venice Gardens","Septic Population","2045",NA
"Sarasota","Sarasota Co Venice Gardens","Adjusted Service Area Population","2020",NA
"Sarasota","Sarasota Co Venice Gardens","Adjusted Service Area Population","2045",NA
"Sarasota","Sarasota Co Venice Gardens","Adjusted Service Area Population","2020-2045 Population Increase",NA
"Sarasota","Sarasota Co Venice Gardens","2020 Totals","Total WW Flows (MGD)",2.52
"Sarasota","Sarasota Co Venice Gardens","2020 Totals","Total Reuse (MGD)",2.25
"Sarasota","Sarasota Co Venice Gardens","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota Co Venice Gardens","2020 Totals","WW Disposal (MGD)",0.83
"Sarasota","Sarasota Co Venice Gardens","2045 Projected Additional","WW Flow Projection (MGD)",NA
"Sarasota","Sarasota Co Venice Gardens","2045 Projected Additional","Supplemental Flows (MGD)",0.56
"Sarasota","Sarasota Co Venice Gardens","2045 Projected Totals","Total WW Flows (MGD)",2.52
"Sarasota","Sarasota Co Venice Gardens","2045 Projected Totals","Supplemental Flows (MGD)",0.56
"Sarasota","Sarasota Co Venice Gardens","2045 Projected Totals","Total Reuse (MGD)",2.81
"Sarasota","Sarasota Co Venice Gardens","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.11
"Sarasota","Sarasota-City","Total Service Area Population","2020",42213
"Sarasota","Sarasota-City","Total Service Area Population","2045",43736
"Sarasota","Sarasota-City","Septic Population","2020",65
"Sarasota","Sarasota-City","Septic Population","2045",65
"Sarasota","Sarasota-City","Adjusted Service Area Population","2020",42148
"Sarasota","Sarasota-City","Adjusted Service Area Population","2045",43671
"Sarasota","Sarasota-City","Adjusted Service Area Population","2020-2045 Population Increase",1523
"Sarasota","Sarasota-City","2020 Totals","Total WW Flows (MGD)",6.69
"Sarasota","Sarasota-City","2020 Totals","Total Reuse (MGD)",3.65
"Sarasota","Sarasota-City","2020 Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota-City","2020 Totals","WW Disposal (MGD)",2.05
"Sarasota","Sarasota-City","2045 Projected Additional","WW Flow Projection (MGD)",0.11
"Sarasota","Sarasota-City","2045 Projected Additional","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota-City","2045 Projected Totals","Total WW Flows (MGD)",6.8
"Sarasota","Sarasota-City","2045 Projected Totals","Supplemental Flows (MGD)",NA
"Sarasota","Sarasota-City","2045 Projected Totals","Total Reuse (MGD)",3.76
"Sarasota","Sarasota-City","2045 Projected Totals","Beneficial Reuse at 75% (MGD)",2.82
"Sarasota","Venice City Eastside","Total Service Area Population","2020",19589
